ε,true,0,0,0,0
«'[S:0]'»,true,0,0,0,1
«'[S:0]'␣'[R:2]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[S:1]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[R:3]'»,false,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:4]'»,true,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'»,true,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:4]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:4]'»,true,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[S:4]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:4]'»,false,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:1]'␣'[S:4]'␣'[S:5]'␣'[S:1]'␣'[R:2]'␣'[S:0]'␣'[S:1]'␣'[S:0]'␣'[S:0]'»,false,0,0,0,13
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:0]'␣'[R:2]'␣'[R:3]'␣'[S:0]'␣'[S:1]'␣'[S:1]'␣'[S:0]'␣'[S:5]'␣'[S:4]'␣'[R:3]'␣'[S:1]'␣'[S:1]'␣'[S:4]'»,false,0,0,0,17
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[R:2]'␣'[S:1]'␣'[S:4]'␣'[R:2]'␣'[R:3]'␣'[R:3]'␣'[R:3]'␣'[S:4]'␣'[S:5]'␣'[S:0]'␣'[R:3]'␣'[R:3]'␣'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:0]'␣'[S:5]'␣'[R:2]'␣'[S:1]'␣'[S:0]'␣'[R:2]'␣'[S:1]'␣'[R:3]'␣'[S:4]'␣'[S:0]'␣'[S:0]'␣'[S:5]'␣'[S:0]'␣'[R:3]'␣'[S:1]'␣'[R:2]'␣'[S:0]'␣'[S:4]'␣'[R:2]'␣'[S:1]'␣'[R:2]'␣'[R:3]'␣'[S:1]'␣'[S:0]'␣'[S:5]'»,false,0,0,0,47
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:0]'␣'[S:1]'»,false,0,0,0,6
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:1]'␣'[S:4]'␣'[S:4]'»,false,0,0,0,7
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:5]'␣'[S:1]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:1]'␣'[S:1]'␣'[S:5]'␣'[S:4]'␣'[R:3]'␣'[S:1]'»,false,0,0,0,17
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[R:3]'␣'[S:4]'»,false,0,0,0,10
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[R:3]'␣'[R:3]'␣'[R:2]'␣'[S:0]'␣'[S:4]'␣'[S:4]'␣'[S:1]'␣'[R:2]'␣'[S:5]'␣'[S:0]'␣'[S:1]'␣'[S:0]'␣'[S:4]'␣'[R:3]'␣'[S:0]'␣'[R:3]'␣'[S:4]'␣'[S:1]'␣'[R:3]'␣'[R:2]'␣'[S:1]'␣'[S:4]'␣'[R:3]'»,false,0,0,0,27
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:5]'␣'[S:5]'␣'[R:3]'␣'[S:1]'␣'[S:5]'␣'[R:3]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:0]'␣'[S:1]'␣'[S:1]'␣'[R:3]'␣'[S:0]'␣'[S:0]'»,false,0,0,0,19
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:0]'␣'[S:0]'␣'[S:1]'␣'[R:2]'␣'[S:1]'␣'[S:5]'␣'[R:3]'␣'[R:2]'␣'[R:2]'␣'[S:4]'␣'[S:4]'␣'[S:1]'␣'[R:3]'␣'[S:5]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,20
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:0]'␣'[R:3]'␣'[S:0]'␣'[S:0]'␣'[S:0]'␣'[S:5]'␣'[R:2]'␣'[S:0]'␣'[R:3]'␣'[R:3]'␣'[R:3]'␣'[R:3]'␣'[S:0]'␣'[R:2]'␣'[S:5]'␣'[S:5]'␣'[R:2]'␣'[R:3]'␣'[R:3]'␣'[S:4]'␣'[S:5]'␣'[S:4]'␣'[S:4]'␣'[S:4]'␣'[R:3]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:4]'␣'[S:5]'␣'[S:5]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:1]'␣'[S:5]'␣'[R:3]'␣'[S:1]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,44
